# AP's MAC (anonymized); channels; BSSIDs (anonymized); ESSIDs (anonymized); 802.11n; 802.11ac; 802.11ax; 802.11be; Manufacturers
1072;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1073;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1074;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1075;2442|2447|5280;;;1;1;1;1;7;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
1076;2447|2452|2457;;;1;1;1;0;6;Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
1077;2442|2447|2452|2457;;;1;1;1;0;6;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
1078;5240;;;1;1;1;0;6;
1079;5240;;;1;1;1;0;6;
1080;2437;;;1;0;0;0;4;
1081;5200;;;1;0;0;0;4;
1082;5745;;;1;1;0;0;5;
1083;2457|2462|2467;;;1;0;0;0;4;Epigram, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
1084;2442;;;1;1;0;0;5;
1085;2437;;;1;0;0;0;4;
1086;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1087;2422|2427;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1088;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1089;2422;;;1;0;0;0;4;
1090;2457|2462;;;1;0;0;0;4;Apple, Inc.|MICROSOFT CORP.
1091;2442|2442;;;1;1;1;0;6;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
1092;2452|2457|2462|2467;;;1;0;0;0;4;Atheros Communications, Inc.|Epigram, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
1093;2432|2437|2437|2442|2442;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
1094;2412|2417|2422|2427;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1095;2462;;;1;1;1;0;6;
1096;2437;;;1;1;0;0;5;
1097;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1098;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1099;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1100;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1101;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1102;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1103;2437|2437|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1104;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1105;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1106;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1107;2412|2412|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1108;5220|5220;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.
1109;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1110;2462;;;1;0;0;0;4;
1111;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1112;2412|2417;;;0;0;0;0;<4;MICROSOFT CORP.
1113;2412;;;1;0;0;0;4;
1114;2457|2462|2467|5500;;;1;1;1;0;6;MICROSOFT CORP.|Broadcom|Epigram, Inc.|MICROSOFT CORP.
1115;2462|2462|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1116;2462|5240|5240;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1117;5180|5180;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.
1118;2432;;;1;0;0;0;4;
1119;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1120;2457|2462;;;1;0;0;0;4;Broadcom
1121;2447|2452|2457|5180;;;1;1;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1122;2462|2467|2472;;;1;1;1;0;6;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
1123;2437;;;1;0;0;0;4;
1124;2412|2412;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
1125;5240|2422|2427|2432;;;1;1;0;0;5;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
1126;5540;;;1;1;1;0;6;
1127;2422|2427|2432;;;1;0;0;0;4;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
1128;5240|2417|2422|2427|2432;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
1129;2467;;;1;0;0;0;4;
1130;2412;;;1;0;0;0;4;
1131;2462;;;1;0;0;0;4;
1132;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1133;2437;;;1;0;0;0;4;
1134;2412|2417|2422|5220;;;1;1;1;0;6;ASUSTek COMPUTER INC.|Broadcom|Epigram, Inc.|ASUSTek COMPUTER INC.
1135;2412|2412;;;1;0;0;0;4;MICROSOFT CORP.
1136;2462|2462|5320|5320;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1137;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.
1138;2437|2437|5320|5320;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1139;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1140;5500;;;1;1;1;0;6;
1141;5765;;;1;1;0;0;5;
1142;2457|2462|5540|5540;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1143;2412|2417|5540|5540;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1144;2462|2467|5500|2457;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1145;2412|2417;;;1;0;0;0;4;Routerboard.com|Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
1146;2412;;;1;0;0;0;4;
1147;2442|2447|2447|2452;;;1;0;0;0;4;Routerboard.com|Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
1148;2442|2447|2452|2452;;;1;0;0;0;4;Routerboard.com|Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
1149;2437|2437|5220|5220;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1150;2412;;;1;0;0;0;4;
1151;2412;;;1;0;0;0;4;
1152;2447|2452;;;1;0;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
1153;2442|2447|2452;;;1;0;0;0;4;Routerboard.com|Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
1154;5240;;;1;1;1;0;6;
1155;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1156;2442|5220;;;1;1;1;0;6;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
1157;2442|2442;;;1;1;1;0;6;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
1158;2417;;;1;0;0;0;4;
1159;2437;;;1;0;1;0;6;
1160;5540;;;1;1;1;0;6;
1161;2462;;;1;0;1;0;6;
1162;5540|5540;;;1;1;1;0;6;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
1163;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1164;5700|5700;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1165;5220;;;1;1;1;0;6;
1166;2437;;;1;1;0;0;5;
1167;2462;;;1;0;0;0;4;
1168;2462;;;1;0;0;0;4;
1169;2412;;;1;0;1;0;6;
1170;2412|2412|2417|6015|5180|5180;;;1;1;1;0;6;Atheros Communications, Inc.|MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1171;2412|2412|2417;;;1;0;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1172;2412;;;1;0;1;0;6;
1173;2412|2412|2417|6335|5180|5180;;;1;1;1;0;6;Atheros Communications, Inc.|MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1174;2412;;;1;0;1;0;6;
1175;2432;;;1;1;1;0;6;
1176;2462;;;1;0;0;0;4;
1177;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1178;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1179;2437;;;1;0;0;0;4;
1180;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1181;2412;;;1;0;0;0;4;
1182;2412;;;1;0;0;0;4;
1183;2452|2457|2462|2467;;;1;0;0;0;4;Broadcom|Broadcom
1184;2462|2462;;;1;0;0;0;4;Wi-Fi Alliance|Intel Wireless Network Group|MICROSOFT CORP.|MICROSOFT CORP.
1185;2437;;;1;0;0;0;4;
1186;2462;;;1;1;0;0;5;
1187;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1188;2462;;;0;0;0;0;<4;
1189;2412|2417;;;0;0;0;0;<4;Atheros Communications, Inc.|MICROSOFT CORP.
1190;2412|2417;;;1;0;0;0;4;Atheros Communications, Inc.|Epigram, Inc.|MICROSOFT CORP.
1191;2437;;;0;0;0;0;<4;
1192;2437|2437|5320|5320;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1193;2442|2447|2452|5180;;;1;1;0;0;5;Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
1194;2417|2422|2427;;;0;0;0;0;<4;Cisco Systems, Inc|MICROSOFT CORP.|MICROSOFT CORP.
1195;2462;;;1;0;0;0;4;
1196;2462;;;1;0;0;0;4;
1197;2437;;;1;0;0;0;4;
1198;2412|2412|5220|5220;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1199;2462;;;1;0;0;0;4;
1200;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1201;2462|2462|5180|5180;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1202;2437|2437|5500|5500;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1203;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1204;2412|2412|5660|5660;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1205;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1206;2437;;;1;0;0;0;4;
1207;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1208;2437;;;1;0;0;0;4;
1209;2412|2412|5220|5220;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1210;2437;;;1;0;0;0;4;
1211;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1212;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1213;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1214;2437|2437|5500|5500;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1215;2412|2412|5220|5220;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1216;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1217;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1218;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1219;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1220;2437|2437|5320|5320;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1221;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1222;2462|2462|5320|5320;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1223;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1224;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1225;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1226;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1227;2462|2462|5220|5220;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1228;2412|2412|5220|5220;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1229;2437|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1230;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1231;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1232;2462|2462|5280|5280;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1233;2462|2462|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1234;2462|2462|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1235;2437|2437|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1236;2462;;;1;0;0;0;4;
1237;2412|2412|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1238;2462|2462|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1239;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1240;2462|2462|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1241;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1242;2412|2412|5280|5280;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1243;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1244;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1245;2412|2412|5620;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1246;2462;;;1;0;0;0;4;
1247;2412|2412;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1248;2437|2437|5320|5320;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1249;2412|2412|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1250;2412|2412|5620|5620;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1251;2412|2412|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1252;2462|2462|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1253;5600;;;1;1;0;0;5;
1254;2412|2412|5580|5580;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1255;2462|2462|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1256;2437|2437|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1257;2412|2412|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1258;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1259;2437|2437|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1260;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1261;2462;;;1;0;0;0;4;
1262;2437|2437|5220|5220;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1263;2412|2412|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1264;2462|2462|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1265;2437|2437|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1266;2437|2437|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1267;2412|2412|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1268;2437|2437|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1269;2437|2437|5320|5320;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1270;2412|2412|5500|5620;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1271;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1272;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
1273;2462|2462|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1274;2412|2412|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1275;2462|2462|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1276;2412|2412|5280|5280;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1277;2412|2412;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1278;2412|2412;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1279;2462|2462|5620|5520;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1280;2462|2462|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1281;2412|2412|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1282;2412|2412|5620|5620;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1283;2437|2437|5320|5320|5520;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1284;2462|2462|5280;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1285;2412|2412|5600|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1286;2437|2437|5280|5280;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1287;2437|2437|5620|5620;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1288;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1289;2462|2462|5620|5620;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1290;2412|2412|5280|5280;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1291;2437;;;1;0;0;0;4;
1292;2412|2417|2417;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1293;2437|2442|2447|2447;;;1;1;1;0;6;TP-LINK TECHNOLOGIES CO.,LTD.|Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
1294;5240|2412|2417|2422|2427;;;1;1;1;0;6;TP-LINK TECHNOLOGIES CO.,LTD.|Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
1295;2437;;;1;0;0;0;4;
1296;2437;;;1;0;0;0;4;
1297;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1298;2417|2422;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1299;2417;;;1;0;0;0;4;
1300;2417|2422|2427;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
1301;2417|2422|2427;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
1302;2462;;;1;0;0;0;4;
1303;2437;;;1;0;0;0;4;
1304;2462;;;1;0;0;0;4;
1305;2437;;;1;0;0;0;4;
1306;2462|2462|5660|5660;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1307;2462|2462|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1308;2412|2412|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1309;2457|2462;;;1;0;0;0;4;
1310;2452|2457|2462;;;1;0;0;0;4;
1311;2457;;;1;0;0;0;4;
