# AP's MAC (anonymized); channels; BSSIDs (anonymized); ESSIDs (anonymized); 802.11n; 802.11ac; 802.11ax; 802.11be; Manufacturers
1312;2462|2462;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1313;5180|5180;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1314;2427|2427;;;1;0;0;0;4;TP-Link Corporation Limited|MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
1315;2442;;;1;0;0;0;4;
1316;2437;;;1;0;0;0;4;
1317;2412|2417|2422;;;1;0;0;0;4;Atheros Communications, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
1318;2437;;;1;0;0;0;4;
1319;2412;;;1;0;0;0;4;
1320;2462|2462|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1321;2462|2462;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1322;2412|2412|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1323;2437|2437|5220|5220;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1324;2412|2412;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1325;5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1326;2462|2462|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1327;2462|2462|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1328;2437|2437|5180|5180;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1329;2437|2437|5280|5280;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1330;2437|2437|5220|5220;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1331;2462|2462;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1332;2412|2412|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1333;2437|2437|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1334;2437|2437|5220|5220;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1335;2412|2412;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1336;2437|2437|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1337;2412|2412|5180|5180;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1338;2412|2412|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1339;2462|2462|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1340;2412|2412|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1341;2437|2437|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1342;2412|2412|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1343;5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1344;2412|2412|5220|5220;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1345;2412|2412|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1346;2462|2462|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1347;2462|2462|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1348;5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1349;2462|2462|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1350;2437|2437|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1351;5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1352;2412|2412|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1353;5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1354;2437|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1355;2412|2412;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1356;5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1357;2462|2462|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1358;2462|2462|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1359;2412|2412|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1360;5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1361;2437|2437|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1362;2412|2412;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1363;2437|2437|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1364;2437|2437;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1365;5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1366;2412|2412|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1367;2437|2437|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1368;2437|2437|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1369;2437|2437;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1370;2437|2437|5220|5220;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1371;2437|2437|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1372;5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1373;2447;;;1;0;0;0;4;
1374;2412;;;1;0;0;0;4;
1375;2437;;;1;0;0;0;4;
1376;2437;;;1;0;0;0;4;
1377;5765;;;1;1;0;0;5;
1378;2412|2412;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1379;2457|2462|2467|2472;;;0;0;0;0;<4;
1380;2462;;;0;0;0;0;<4;
1381;2462;;;0;0;0;0;<4;
1382;2437;;;1;0;0;0;4;
1383;2462;;;1;0;0;0;4;
1384;2452;;;1;1;1;0;6;
1385;2467|2472|2472|5500;;;1;1;0;0;4;Broadcom|MICROSOFT CORP.|Broadcom
1386;2437|2437;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1387;2462|2462;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1388;5220|5220;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1389;2412|2412;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1390;5260|5260;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1391;2452|2457|2462;;;1;0;0;0;4;
1392;2412|2417;;;1;0;0;0;4;
1393;2462;;;1;0;0;0;4;
1394;2427|2427;;;1;0;0;0;4;TP-LINK TECHNOLOGIES CO.,LTD.|MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
1395;2427|2427;;;1;0;0;0;4;TP-Link Corporation Limited|MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
1396;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1397;2437|2437;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1398;2462|2462|5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1399;2437|2437|5320|5320;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1400;5660|5660;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1401;2437|2437|5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1402;5500|5500;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1403;2437|2437;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1404;2412;;;1;0;1;0;6;
1405;2437;;;0;0;0;0;<4;
1406;2412|2412|5180|5180;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1407;2437|2437|5500|5500;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1408;2437;;;1;0;0;0;4;
1409;2462|2462|5500|5500;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1410;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1411;2412|2412|5320|5320;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1412;2412|2412|5500|5500;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1413;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1414;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1415;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1416;2462|2462|5560|5560;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1417;2437|2437|5180|5180;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1418;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1419;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1420;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1421;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1422;2412|2412|5260|5260;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1423;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1424;2437|2437;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1425;2462|2462|5540|5540;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1426;2437|2437|5320|5320;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1427;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1428;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1429;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1430;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1431;2412|2412|5560|5560;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1432;2412;;;1;0;0;0;4;
1433;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1434;2452;;;1;1;0;0;5;
1435;2452;;;1;1;0;0;5;
1436;2437;;;1;0;0;0;4;
1437;2437;;;1;0;0;0;4;
1438;2437;;;1;0;0;0;4;
1439;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1440;2452|2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1441;2412;;;1;0;0;0;4;
1442;2412|2412;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1443;5540|5540;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1444;2437|2437;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1445;2427;;;1;1;0;0;5;
1446;2437;;;1;0;0;0;4;
1447;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
1448;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.
1449;2432|2437|2442;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
1450;2432|2437|2442|2442;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1451;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Samsung Electronics Co.,Ltd|MICROSOFT CORP.
1452;2437;;;1;0;0;0;4;
1453;2422;;;0;0;0;0;<4;
1454;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1455;2457|2462|2467;;;1;0;0;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
1456;2462|2462;;;1;0;0;0;4;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
1457;2412;;;1;0;0;0;4;
1458;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Atheros Communications, Inc.|Epigram, Inc.|MICROSOFT CORP.
1459;2427|2432;;;1;0;0;0;4;Atheros Communications, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
1460;2412|2417|2417|2422|5240;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1461;2417|2422|2427;;;1;1;1;0;6;TP-LINK TECHNOLOGIES CO.,LTD.|Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
1462;2412|2417;;;1;0;0;0;4;Broadcom|Apple, Inc.|Apple, Inc.|Apple, Inc.
1463;2452|2457|2462;;;1;0;0;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
1464;2437;;;1;0;0;0;4;
1465;2437;;;1;0;0;0;4;
1466;2432|2437|2442|5320|5320;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1467;2462|2462;;;1;0;0;0;4;
1468;2462|2462|5580|5580;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1469;2437|5700|5700;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1470;2412|2412|5320|5320;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1471;2412|2417;;;1;0;0;0;4;MICROSOFT CORP.
1472;2432|2437|2427|5180|5180;;;1;1;0;0;4;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
1473;2427|2427|5200|5200;;;1;1;0;0;4;HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|MICROSOFT CORP.
1474;2437;;;1;0;0;0;4;
1475;2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1476;5660;;;1;1;0;0;5;
1477;2437|5500;;;1;1;0;0;4;MICROSOFT CORP.
1478;2437|5260;;;1;1;0;0;4;MICROSOFT CORP.
1479;2437|5500;;;1;1;0;0;4;MICROSOFT CORP.
1480;5260;;;1;1;0;0;5;
1481;2437|2442;;;1;0;0;0;4;Broadcom|Apple, Inc.|Apple, Inc.
1482;2462;;;1;1;0;0;5;
1483;2432|2437|2442;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
1484;5500|5500;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
1485;2462|2462;;;1;0;1;0;6;Cisco Systems, Inc|Cisco Systems, Inc
1486;2412|2417;;;1;1;0;0;5;MICROSOFT CORP.
1487;2462;;;1;0;0;0;4;
1488;5240|2412|2417|2422;;;1;1;0;0;5;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
1489;2412;;;1;0;0;0;4;
1490;5180;;;1;1;0;0;5;
1491;2412|2417|2422;;;1;0;0;0;4;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
1492;2412;;;1;0;0;0;4;
1493;2457|2462|2467;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|Broadcom
1494;2412;;;1;0;0;0;4;
1495;2457|2462|2467;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|Broadcom
1496;2432|2437|2442|2442;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1497;5260|5260;;;1;1;1;0;6;MICROSOFT CORP.
1498;2437;;;1;0;0;0;4;
1499;2412;;;1;0;0;0;4;
1500;5805;;;1;1;1;0;6;
1501;5500;;;1;1;0;0;5;
1502;2462|2462;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1503;5560|5560;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1504;2437|2437;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1505;5260|5260;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1506;5240|5240;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1507;2437;;;1;0;0;0;4;
1508;2457|2462|2467|5500|5500;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
1509;2432;;;1;0;0;0;4;
1510;2452|2457|2462|2467|5180;;;1;1;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
1511;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1512;2437|2432|2432;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1513;2462|2462;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1514;5580|5580;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
1515;5260;;;1;1;0;0;5;
1516;2437;;;1;0;0;0;4;
1517;5220;;;1;1;1;0;6;
1518;2462;;;1;0;0;0;4;
1519;2457|2462|2467|5200;;;1;1;0;0;4;MARVELL SEMICONDUCTOR, INC.|Epigram, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
1520;2432|2437|2442|2447;;;0;0;0;0;<4;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
1521;2412|2417;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
1522;2427|2432;;;1;0;0;0;4;Epigram, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
1523;2427|2432|2437;;;1;0;0;0;4;Epigram, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
1524;2437;;;1;0;0;0;4;
1525;2412|2412|5700|5700;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Systems, Inc
1526;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
1527;2437|2442;;;1;0;0;0;4;MICROSOFT CORP.
1528;5580|5580;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
1529;5180;;;1;1;0;0;5;
1530;2462|2462|2467|2467|5500|5500;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1531;2412|2417|2417|5260|5260;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
1532;2437|2437;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1533;2412|2412;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1534;2462|2462;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1535;5220|5220;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1536;5240|5240;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1537;5200|5200;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1538;2432|2437|2442;;;1;0;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
1539;5180;;;1;1;1;0;6;
1540;2412|2412;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1541;5180|5180;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
1542;5200;;;1;1;0;0;5;
1543;5180|5180;;;1;1;0;0;5;Broadcom|Epigram, Inc.|Cisco Meraki
1544;2457|2462|2467;;;1;0;0;0;4;Cisco Meraki|Broadcom|Cisco Systems, Inc|Cisco Meraki
1545;2462|2467;;;1;0;1;0;6;Broadcom|Apple, Inc.|Apple, Inc.
1546;2457|2462|2467;;;1;1;0;0;5;
1547;5500;;;1;1;1;0;6;
1548;2437;;;1;0;0;0;4;
1549;2457|2462;;;1;0;0;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
1550;2437;;;0;0;0;0;<4;
1551;2462|2467|2457;;;0;0;0;0;<4;MICROSOFT CORP.|MICROSOFT CORP.
1552;5560|5560;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
1553;2412|2417|2417;;;0;0;0;0;<4;MICROSOFT CORP.|MICROSOFT CORP.
1554;5600|5600;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
1555;5320|5320;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
1556;2432|2437|2442|2442|2447;;;0;0;0;0;<4;MICROSOFT CORP.|MICROSOFT CORP.
1557;5300|5300;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
1558;5660|5660;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
1559;2412|2412;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|Broadcom
1560;5260|5260;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
1561;2462|2462;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|Broadcom
1562;5620|5620;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
1563;2437|2437;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|Broadcom
1564;5220;;;1;1;0;0;5;
1565;2432|2437;;;1;1;0;0;5;MICROSOFT CORP.
